,MAILWGT,POPDOC,YEAR,SPECCAT,MULTI1,ACEPTNEW,NPRIVATE,NMEDCARE,NMEDCAID,NWORKCMP,NSELFPAY,NNOCHRGE,IPAPHO,MCAREINS,OWNS1,NPCMH,NACO,NP4P,NMU,MIPS,APM,NOMIPSAPM,EMEDREC,EHRSAT,HHSMU,ESDOH,EBEHAV,ECPOE,ESCRIP,EWARN,ECTOE,ERADI,EREMIND,ECREATERES,EMSG,EGENLIST,ECCREPO,ECREATEPLAN,ESENDCQM,TEMP,TEMPCUSTOM,TEMPNOTES,FREENOTES,TELEMED,EPTREC,EDLREC,ESENDREC,SLFMOND,CSFREQ,CSELECT,PDMPFREQ,PDMPCHECK,PDMPUSE,PDMPSTATE,PDMP1,PDMP2,PDMP3,PDMP4,PDMP5,PDMP6,PDMP7,PDMP8,PDMP9,METHSRPAP,METHSEHRWEB,SEAMBOUT,SEHOSPU,SEBHP,SELTCP,METHREHRWEB,REAMBOUT,REHOSPU,REBHP,RELTCP,PHAPHI,PHA1,PHA2,PHA3,PHA4,HPCNOT,HREF,HEDNOT,HTOCSUM,NSEARCH,NPCNOT,NVAX,NCSUM,INTPHI,INTCSUM,COMPMED,COMPALL,COMPPROB,CINPOC,EUSEPHIOUT,REASON1,REASON2,REASON3,REASON4,REASON5,REASON6,HIEQOC,HIEEFF,HIEPRVRXER,HIECARE,HIEDUPTEST,LACKCAP,ITSTAFF,HIECOSTOUT,MULPORTOUT,EVENDOROTH,INFOHIE,ELOCATADD,LOSEPAT,TIMEOUT,STAFFSUP,EASEDOC,TIMEDOC,TIMEPAT,TIMEBILL,DOCALIGN,WCOMPEMR,COMPTYPE,WAVECOMP,MDDO,PHYSEX,PAGE50,DISPEMR,EHRNAME,MULTIR1,LOCSIZCAT,PSIZECAT_P,NUMLOC_P,MIDLEVP1_P,PCTMCAID_P,SETTING_P,PHYID_P,STRAT_P
105,409.7644,3186.4845983788305,2018.0,3.0,2.0,1.0,1.0,1.0,-9.0,-9.0,1.0,-9.0,-8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,-8.0,1.0,-9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,-8.0,1.0,-8.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-8.0,-8.0,-8.0,-8.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,-7.0,-7.0,-7.0,2.0,-7.0,2.0,2.0,2.0,4.0,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,2.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,9.0,2.0,3.0,3.0,-9.0,3.0,-9.0,1.0,1027.0,17.0
106,409.7644,3186.4845983788305,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-7.0,-7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,-8.0,-8.0,-8.0,-9.0,-9.0,-9.0,-9.0,2.0,2.0,2.0,2.0,-8.0,3.0,3.0,1.0,-8.0,-8.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-9.0,-9.0,1.0,-9.0,1.0,-9.0,-9.0,-9.0,2.0,2.0,-7.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,-7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1192.0,17.0
107,409.7644,3186.4845983788305,2018.0,3.0,1.0,1.0,1.0,1.0,-9.0,-9.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,-8.0,1.0,1.0,1.0,1.0,-8.0,1.0,4.0,-7.0,-7.0,-7.0,2.0,1.0,1.0,-8.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,-8.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,-7.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-8.0,-9.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,13.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1736.0,17.0
108,1493.35082,7295.83552921301,2018.0,3.0,2.0,1.0,1.0,1.0,-9.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-7.0,-7.0,2.0,2.0,2.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-8.0,-8.0,-8.0,-8.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,-7.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1963.0,18.0
109,1493.35082,7295.83552921301,2018.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,4.0,4.0,1.0,2.0,-7.0,-7.0,-7.0,-8.0,-7.0,1.0,1.0,1.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,-9.0,-7.0,-7.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,11.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1861.0,18.0
110,1493.35082,7295.83552921301,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-8.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,-8.0,-8.0,1.0,1.0,1.0,2.0,2.0,2.0,-8.0,2.0,-8.0,-8.0,1.0,-8.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,-8.0,2.0,2.0,-8.0,-8.0,2.0,-8.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,13.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,1772.0,18.0
111,1493.35082,7295.83552921301,2018.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,-8.0,1.0,1.0,1.0,1.0,-8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,-8.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,-8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,-9.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,4.0,4.0,4.0,1.0,-8.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-8.0,-7.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,3.0,1.0,3.0,4.0,-8.0,1.0,-7.0,1.0,1.0,-7.0,-8.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,-7.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,11.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,1011.0,18.0
112,1478.12438,7295.83552921301,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,-8.0,2.0,1.0,1.0,1.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,3.0,3.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,2.0,1.0,1.0,-8.0,2.0,-9.0,1.0,1.0,-8.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,13.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1222.0,18.0
113,116.29237,1191.8082392158135,2018.0,2.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,1.0,-8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,2.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,268.0,19.0
114,116.29237,1191.8082392158135,2018.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.0,1.0,1.0,2.0,-8.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,914.0,19.0
115,116.29237,1191.8082392158135,2018.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,-9.0,-9.0,2.0,1.0,-8.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,2.0,-8.0,-8.0,-7.0,1.0,1.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,3.0,2.0,2.0,3.0,1.0,-7.0,-9.0,1.0,1.0,-7.0,-8.0,2.0,5.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1873.0,19.0
116,116.29237,1191.8082392158135,2018.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,-8.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,2.0,5.0,5.0,1.0,4.0,1.0,2.0,446.0,19.0
117,116.29237,1191.8082392158135,2018.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0,3.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,-8.0,-7.0,1.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,3.0,1.0,2.0,1.0,1.0,-7.0,-8.0,-8.0,1.0,2.0,1.0,-8.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,7.0,1.0,4.0,3.0,1.0,4.0,-9.0,2.0,524.0,19.0
118,116.29237,1191.8082392158135,2018.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,3.0,1.0,1.0,1.0,2.0,1.0,-8.0,-8.0,-8.0,1.0,3.0,2.0,-8.0,-8.0,-9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,-9.0,-9.0,-9.0,-9.0,1.0,1.0,2.0,2.0,-8.0,-7.0,1.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,5.0,5.0,2.0,4.0,1.0,1.0,1399.0,19.0
119,116.29237,1191.8082392158135,2018.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,-7.0,-7.0,-7.0,2.0,1.0,-8.0,-8.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,-8.0,1.0,2.0,-7.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,188.0,19.0
120,116.29237,1191.8082392158135,2018.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,-8.0,1.0,-8.0,1.0,1.0,1.0,1.0,-8.0,1.0,-8.0,-8.0,-8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,-7.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,-8.0,-7.0,1.0,-8.0,-8.0,-8.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,7.0,2.0,5.0,5.0,2.0,-9.0,1.0,1.0,902.0,19.0
121,3888.39179,42659.72829173318,2018.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-8.0,1.0,-8.0,4.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,2.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,3.0,1.0,2.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,-7.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,-9.0,-9.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1770.0,20.0
122,2985.69791,42659.72829173318,2018.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-9.0,1.0,-9.0,1.0,1.0,1.0,1.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-8.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,157.0,20.0
123,2985.69791,42659.72829173318,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,-8.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,-8.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,-8.0,-7.0,-7.0,-7.0,-7.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,-8.0,-7.0,2.0,1.0,1.0,2.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,-8.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,7.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1843.0,20.0
124,2985.69791,42659.72829173318,2018.0,1.0,2.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,-8.0,-8.0,1.0,1.0,1.0,1.0,2.0,-8.0,-8.0,-8.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,-8.0,-7.0,-7.0,-7.0,-7.0,3.0,4.0,3.0,4.0,2.0,-7.0,-7.0,-7.0,2.0,-7.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,147.0,20.0
125,2985.69791,42659.72829173318,2018.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-8.0,-7.0,1.0,1.0,2.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1307.0,20.0
